Account,Token Account,Quantity,Percentage
F1dkCFkNv6GhUk3zagQxF9afTQFJuTRpxwHCW5njuh8M,J5oPVUf3YRF4aFh3mmSfcBWVkhGgAEqCejwFGUMLZyNQ,1218842.79,0.12
Gz7mynfk5xCacgnvTKT8yEcTiLQHS188iKsSDwcqe6SQ,4RU7YHTvMiiXBHsTtfaNPuP48iTiEWQDHMK6NXNAs7wq,1218084.47,0.12
6UdUCJjLVg4tMuYAMi8qgfNyAo9MLPJatFpHLQUBu8EM,G8gkbWfUAvRzwyvhJQ37NfjcybbN41UrkRUYwnBReVH2,1174253.78,0.12
4vjoBRr6vG4zj7iVGNe1PXWnV2bQNP4sgF1RdWfULjmR,GuSoXBJAL3SUawKgBUnXgwKwKVgEbjeSPSMDHQfH2qVo,1153783.93,0.12
3ij33KTRgnHd3MFCrrnfBnMeTBc52G5MiBsEMsYKsQR3,359FANY4tnw2FAuouJRLVc1kjeUXjoiRLSJKKHX4qA6S,1143384.63,0.11
GL4weZZbnK4H2bQq1rUkDavgYUEtpEsMw76Zj7Xnyduv,J8BduyN92UcGSHnhC7NAoqhFw3bV5FWK753sZApZvR9x,1134393.68,0.11
7dpDXRF6eA2m9SAqFcSp2WxjshUoTa9qiSsF17mSHjXK,Fp1AZZj7btoVJkUkzBRPVUkBDRFnat9MqcSEXtziZdCz,1128507.23,0.11
CwKK72yMaEXjMz7yd7zSC2HLYUFWfrHjPcMkhHFyBs36,CSHJn6t1DiVY6MENSYc27RBXiH3CEWaQC1fjzfRaAmLW,1118624.43,0.11
CqejK5fptiQNHBg6uCvztaZRPKFuDUWwAearAS1PuGd,2XexjZeSyPNWBJs2qQJ5aQvoDjgCekwj6DuYnEKcZ1An,1116928.19,0.11
474bYhP31k9RHxKp5Uj4CeCbjgeQe6X1aoMLJF1BNsQi,BS2BjB1ZHGzr52Bv3Gp87e4vWmaCTdt9DeVuN9LZGXTE,1097419.67,0.11
7ri5TARkcJ4izYTygyqxs67paZE33p2zLBWFc8Mo4xj6,7bpShNuMvDkotXKE7kpEFg5SFmE2ZRz3gHV5toLZjRH6,1047164.38,0.10
6LWenSKG4EBNwLZheBMzJoBbeh4ux3cfcdttHkC66V6N,9y23GW87U7Pg5TXyJWuQfNfp8dzTeC2hcHUFDzmfWkAw,1021942.86,0.10
